Name,Award,Field,State/Country,Year
Shri Yoshiro Mori,Padma Bhushan,Public Affairs,Japan,2004
Smt. Alarmel Valli,Padma Bhushan,Art,Tamil Nadu,2004
Smt. Poornima Arvind Pakvasa,Padma Bhushan,Social Work,Gujarat,2004
Dr. Arun Trimbak Dabke,Padma Shri,Medicine,Chattisgarh,2004
Dr. Ashwin Balachand Mehta,Padma Shri,Medicine,Maharashtra,2004
Dr. Devi Prasad Shetty,Padma Shri,Medicine,Karnataka,2004
Dr. Gopal Prasad Sinha,Padma Shri,Medicine,Bihar,2004
Dr. Kudli Nanjunda Ghanapathi Shankara,Padma Shri,Science and Engineering,Gujarat,2004
Dr. Kumarpal Desai,Padma Shri,Literature and Education,Gujarat,2004
Dr. Lalji Singh,Padma Shri,Science and Engineering,Telangana,2004
Dr. Ramesh Chandra Shah,Padma Shri,Literature and Education,Madhya Pradesh,2004
Dr. Samuel Paul,Padma Shri,Literature and Education,Karnataka,2004
Dr. Sharad Moreshwar Hardikar,Padma Shri,Medicine,Maharashtra,2004
Dr. Shyam Narain Panday,Padma Shri,Literature and Education,Uttar Pradesh,2004
Dr. Siddhartha Mehta,Padma Shri,Medicine,Delhi,2004
Dr. Subhash Chander Manchanda,Padma Shri,Medicine,Delhi,2004
Dr. Surinder Kumar Sama,Padma Shri,Medicine,Delhi,2004
Dr. Syed Shah Mohammed Hussaini,Padma Shri,Literature and Education,Karnataka,2004
Dr. Tumkur Seetharamiah Prahlad,Padma Shri,Science and Engineering,Karnataka,2004
Dr. Vishweshwaraiah Prakash,Padma Shri,Science and Engineering,Karnataka,2004
Dr.(Smt.) Dalip Kaur Tiwana,Padma Shri,Literature and Education,Punjab,2004
Dr.(Smt.) Tatyana Yakovlevna Elizarenkova,Padma Shri,Literature and Education,Russia,2004
Guru Keezhpadam Kumaran Nair,Padma Shri,Art,Kerala,2004
Guru Shri Veeranala Jayarama Rao,Padma Shri,Art,Delhi,2004
Kum. Meher Jehangir Banaji,Padma Shri,Social Work,Maharashtra,2004
Ms. Flora Isabel MacDonald,Padma Shri,Public Affairs,Canada,2004
Ms. K.  M. Beenamol,Padma Shri,Sports,Kerala,2004
Ms. Premlata Puri,Padma Shri,Literature and Education,Delhi,2004
Pandit Bhajan Sopori,Padma Shri,Art,Delhi,2004
Pandit Surinder Singh,Padma Shri,Art,Delhi,2004
Prof. (Dr.) Rajan Saxena,Padma Shri,Medicine,Uttar Pradesh,2004
Prof. (Smt.) Asifa Zamani,Padma Shri,Literature and Education,Uttar Pradesh,2004
Prof. Anil Kumar Gupta,Padma Shri,Literature and Education,Gujarat,2004
Prof. Hamlet Bareh Ngapkynta,Padma Shri,Literature and Education,Meghalaya,2004
Prof. Kesava Paniker  Ayyappa Paniker,Padma Shri,Literature and Education,Kerala,2004
Prof. Mamannamana Vijayan,Padma Shri,Science and Engineering,Karnataka,2004
Prof. Prithvi Nath Kaula,Padma Shri,Literature and Education,Uttar Pradesh,2004
Prof. Rajpal Singh Sirohi,Padma Shri,Science and Engineering,Delhi,2004
Prof.(Dr.) Heinrich Freiherr Von Stietencron,Padma Shri,Literature and Education,Germany,2004
Prof.(Smt.) Sunita Jain,Padma Shri,Literature and Education,Delhi,2004
Pt. Damodar Keshav Datar,Padma Shri,Art,Maharashtra,2004
Shri A. Hariharan,Padma Shri,Art,Maharashtra,2004
Shri Anupam P. Kher,Padma Shri,Art,Maharashtra,2004
Shri Aubakir Dastanuly Nilibayev,Padma Shri,Literature and Education,Kazakhstan,2004
Shri Bal Gangadhar Samant,Padma Shri,Literature and Education,Maharashtra,2004
Shri Batchu Lutchmiah Srinivasa Murthy,Padma Shri,Social Work,Karnataka,2004
Shri Bharathi Rajaa,Padma Shri,Art,Tamil Nadu,2004
Shri Dilip Kumar Tirkey,Padma Shri,Sports,Odisha,2004
Shri Haridwaramangalam A. Kumarvel Palanivel,Padma Shri,Art,Tamil Nadu,2004
Shri Heisnam Kanhailal,Padma Shri,Art,Manipur,2004
Shri Kadri Gopalnath,Padma Shri,Art,Karnataka,2004
Shri Kanhaiyalal Sethia,Padma Shri,Literature and Education,West Bengal,2004
Shri Kantibhai Baldevbhai Patel,Padma Shri,Art,Gujarat,2004
Shri Krishn Kanhai,Padma Shri,Art,Uttar Pradesh,2004
Shri Leeladhar Jagoodi,Padma Shri,Literature and Education,Uttarakhand,2004
Shri Maguni Charan Das,Padma Shri,Art,Odisha,2004
Shri Manoranjan Das,Padma Shri,Art,Odisha,2004
Shri Morup Namgial,Padma Shri,Art,Jammu & Kashmir,2004
Shri Nalini Ranjan Mohanty,Padma Shri,Science and Engineering,Karnataka,2004
Shri Nampally Divakar,Padma Shri,Science and Engineering,Telangana,2004
Shri Neyyattinkara Vasudevan,Padma Shri,Art,Kerala,2004
Shri P. Parameswaran,Padma Shri,Literature and Education,Kerala,2004
Shri Purshottam Das Jalota,Padma Shri,Art,Maharashtra,2004
Shri Rahul Dravid,Padma Shri,Sports,Karnataka,2004
Shri Satish Kumar Kaura,Padma Shri,Science and Engineering,Delhi,2004
Shri Sourav Ganguly,Padma Shri,Sports,West Bengal,2004
Shri Sudhir Tailang,Padma Shri,Literature and Education,Delhi,2004
Smt. Anju Bobby George,Padma Shri,Sports,Kerala,2004
Smt. Bharati Shivaji,Padma Shri,Art,Delhi,2004
Smt. Gowri Ishwaran,Padma Shri,Literature and Education,Delhi,2004
Smt. Gurumayum Anita Devi,Padma Shri,Sports,Manipur,2004
Smt. Queenie Rynjah,Padma Shri,Social Work,Meghalaya,2004
Smt. Sharayu Daftary,Padma Shri,Trade and Industry,Maharashtra,2004
Smt. Sikkil Natesan Neela,Padma Shri,Art,Tamil Nadu,2004
Smt. Sikkil Venkatraman Kunjumani,Padma Shri,Art,Tamil Nadu,2004
Smt. Sudha Raghunathan,Padma Shri,Art,Tamil Nadu,2004
Yogacharya Sadashiv Prahlad Nimbalkar,Padma Shri,Sports,Maharashtra,2004
Dr. Bal Krishna Goyal,Padma Vibhushan,Medicine,Maharashtra,2005
Dr. Karan Singh,Padma Vibhushan,Public Affairs,Delhi,2005
Dr. Mohan Dharia,Padma Vibhushan,Social Work,Maharashtra,2005
Pandit Ram Narayan,Padma Vibhushan,Art,Maharashtra,2005
Prof. Marthanda Varma Sankaran Valiathan,Padma Vibhushan,Medicine,Karnataka,2005
Shri Jyotindra Nath Dixit,Padma Vibhushan,Civil Service,Delhi,2005
Shri Milon Kumar Banerji,Padma Vibhushan,Public Affairs,Delhi,2005
Shri Rasipuram Krishnaswamy Laxman,Padma Vibhushan,Art,Maharashtra,2005
Dr. Andre Beteille,Padma Bhushan,Literature and Education,Delhi,2005
Dr. Anil Kohli,Padma Bhushan,Medicine,Delhi,2005
Dr. Brijmohan Lall Munjal,Padma Bhushan,Trade and Industry,Delhi,2005
Dr. Hari Mohan,Padma Bhushan,Medicine,Delhi,2005
Dr. Mrinal Datta Chaudhuri,Padma Bhushan,Literature and Education,Delhi,2005
Dr. Narasimhiah Seshagiri,Padma Bhushan,Science and Engineering,Karnataka,2005
Dr. Sardar 'Anjum',Padma Bhushan,Literature and Education,Haryana,2005
Dr. Tarlochan Singh Kler,Padma Bhushan,Medicine,Delhi,2005
Dr. Yash Raj Chopra,Padma Bhushan,Art,Maharashtra,2005
Dr. Yusuf Khwaja Hamied,Padma Bhushan,Medicine,Maharashtra,2005
Dr.(Smt.) Kiran Mazumdar Shaw,Padma Bhushan,Science and Engineering,Karnataka,2005
Prof. (Ms.) Qurratulain Hyder,Padma Bhushan,Literature and Education,Uttar Pradesh,2005
Prof. A. Ramachandran,Padma Bhushan,Art,Delhi,2005
Prof. Irfan Habib,Padma Bhushan,Literature and Education,Uttar Pradesh,2005
Prof. Kolli Srinath Reddy,Padma Bhushan,Medicine,Delhi,2005
Prof. Mrinal Miri,Padma Bhushan,Literature and Education,Meghalaya,2005
Prof. Valangiman Subramanian Ramamurthy,Padma Bhushan,Science and Engineering,Delhi,2005
Shri Azim Premji,Padma Bhushan,Trade and Industry,Karnataka,2005
Shri Balraj Puri,Padma Bhushan,Literature and Education,Jammu & Kashmir,2005
Shri Chandi Prasad Bhatt,Padma Bhushan,Others,Uttarakhand,2005
Shri Girish Chandra Saxena,Padma Bhushan,Civil Service,Delhi,2005
Shri Gopichettipalayam Venkataramana Iyer Ramakrishna,Padma Bhushan,Civil Service,Tamil Nadu,2005
Shri Koduru Iswara Varaprasad Reddy,Padma Bhushan,Science and Engineering,Telangana,2005
Shri Madath Thekepat Vasudevan Nair,Padma Bhushan,Literature and Education,Kerala,2005
Shri Probodh Chandra Manna Dey,Padma Bhushan,Art,Karnataka,2005
Shri Syed Mir Qasim,Padma Bhushan,Public Affairs,Delhi,2005
Shri Tumkur Ramaiya Satish Chandran,Padma Bhushan,Civil Service,Karnataka,2005
Shri William Mark Tully,Padma Bhushan,Literature and Education,Delhi,2005
Dr. Cyrus Soli Poonawalla,Padma Shri,Medicine,Maharashtra,2005
Dr. Dipankar Banerjee,Padma Shri,Science and Engineering,Delhi,2005
Dr. Govindaswamy Bakthavathsalam,Padma Shri,Medicine,Tamil Nadu,2005
Dr. Jitendra Mohan Hans,Padma Shri,Medicine,Delhi,2005
Dr. Narendra Nath Lavu,Padma Shri,Medicine,Telangana,2005
Dr. Paneenazhikath Narayana Vasudeva Kurup,Padma Shri,Medicine,Delhi,2005
Dr. Shantaram Balwant Mujumdar,Padma Shri,Literature and Education,Maharashtra,2005
Dr. Srikumar Banerjee,Padma Shri,Science and Engineering,Maharashtra,2005
Dr. Veer Singh Mehta,Padma Shri,Medicine,Delhi,2005
Guru Kedar Nath Sahoo,Padma Shri,Art,Jharkhand,2005
Kum. Hema Bharali,Padma Shri,Social Work,Assam,2005
Lt. Col. Rajyavardhan Singh Rathore,Padma Shri,Sports,Delhi,2005
Ms. Indira Jaising,Padma Shri,Public Affairs,Delhi,2005
Ms. Mehrunnisa Parvez,Padma Shri,Literature and Education,Madhya Pradesh,2005
Ms. Rachel Thomas,Padma Shri,Sports,Delhi,2005
Ms. Sunita Narain,Padma Shri,Others,Delhi,2005
Prof. Amiya Kumar Bagchi,Padma Shri,Literature and Education,West Bengal,2005
Prof. Bhagavatula Dattaguru,Padma Shri,Science and Engineering,Karnataka,2005
Prof. Jagtar Singh Grewal,Padma Shri,Literature and Education,Chandigarh,2005
Prof. Madappa Mahadevappa,Padma Shri,Science and Engineering,Karnataka,2005
Prof. Madhu Sudan Kanungo,Padma Shri,Science and Engineering,Uttar Pradesh,2005
Prof. NULL Darchhawna,Padma Shri,Literature and Education,Mizoram,2005
Raasacharya Swami Ram Swaroop Sharma,Padma Shri,Art,Uttar Pradesh,2005
Rev. (Dr.) NULL Lalsawma,Padma Shri,Social Work,Mizoram,2005
Shri Amin Kamil,Padma Shri,Literature and Education,Jammu & Kashmir,2005
Shri Anil Kumble,Padma Shri,Sports,Karnataka,2005
Shri Banwari Lal Chouksey,Padma Shri,Science and Engineering,Madhya Pradesh,2005
Shri Bilat Paswan Vihangam,Padma Shri,Literature and Education,Bihar,2005
Shri Chaturbhuj Meher,Padma Shri,Art,Odisha,2005
Shri Gadul Singh Lama (Sanu Lama),Padma Shri,Literature and Education,Sikkim,2005
Shri Gurbachan Singh Randhawa,Padma Shri,Sports,Delhi,2005
Shri K.C. Reddy,Padma Shri,Science and Engineering,Karnataka,2005
Shri Kunnakudi Ramaswami Sastri Vaidyanathan,Padma Shri,Art,Tamil Nadu,2005
Shri Mammen Mathew,Padma Shri,Literature and Education,Kerala,2005
Shri Manas Chaudhuri,Padma Shri,Literature and Education,Meghalaya,2005
Shri Manuel Santana Aguiar alias M. Boyer,Padma Shri,Art,Goa,2005
Shri Muzaffar Ali,Padma Shri,Art,Delhi,2005
Shri Nana M. Chudasama,Padma Shri,Social Work,Maharashtra,2005
Shri Pullela Gopi Chand,Padma Shri,Sports,Telangana,2005
Shri Punaram Nishad,Padma Shri,Art,Chattisgarh,2005
Shri Puran Chand Wadali,Padma Shri,Art,Punjab,2005
Shri Shah Rukh Khan,Padma Shri,Art,Maharashtra,2005
Shri Sougaijam Thanil Singh,Padma Shri,Art,Manipur,2005
Shri Sushil Sahai,Padma Shri,Science and Engineering,Uttar Pradesh,2005
Shri Vasudevan Gnana Gandhi,Padma Shri,Science and Engineering,Kerala,2005
Smt. Gladys June Staines,Padma Shri,Social Work,Australia,2005
Smt. Kavita Krishnamurti Subramaniam,Padma Shri,Art,Karnataka,2005
Smt. Komala Varadan,Padma Shri,Art,Delhi,2005
Smt. Krishnan Nair Santhakumari Chithra,Padma Shri,Art,Tamil Nadu,2005
Smt. Kumkum Mohanty,Padma Shri,Art,Odisha,2005
Smt. Shameem Dev Azad,Padma Shri,Art,Delhi,2005
Smt. Shobhana Bhartia,Padma Shri,Literature and Education,Delhi,2005
Smt. Theilin Phanbuh,Padma Shri,Social Work,Meghalaya,2005
Smt. Yumlembam Gambhini Devi,Padma Shri,Art,Manipur,2005
Ustad Ghulam Sadiq Khan,Padma Shri,Art,Delhi,2005
Dr. Norman E. Borlaug,Padma Vibhushan,Science and Engineering,Mexico,2006
Dr.(Ms.) Nirmala Deshpande,Padma Vibhushan,Social Work,Delhi,2006
Justice Visheshwar Nath Khare,Padma Vibhushan,Public Affairs,Uttar Pradesh,2006
Prof. Obaid Siddiqi,Padma Vibhushan,Science and Engineering,Karnataka,2006
Prof. Prakash Narain Tandon,Padma Vibhushan,Medicine,Delhi,2006
Shri Adoor Gopalakrishnan,Padma Vibhushan,Art,Kerala,2006
Shri Charles Correa,Padma Vibhushan,Science and Engineering,Maharashtra,2006
Shri Colathur Rama Krishnaswamy Rao Sahib,Padma Vibhushan,Civil Service,Tamil Nadu,2006
Smt. Mahasweta Devi,Padma Vibhushan,Literature and Education,West Bengal,2006
Air Com. Jasjit Singh,Padma Bhushan,Others,Haryana,2006
Dr. Dusan Zbavitel,Padma Bhushan,Literature and Education,Czechoslovakia,2006
Dr. Jaiveer Agarwal,Padma Bhushan,Medicine,Tamil Nadu,2006
Dr. Kewal Krishan Talwar,Padma Bhushan,Medicine,Chandigarh,2006
Dr. Vijaypat Singhania,Padma Bhushan,Sports,Maharashtra,2006
Dr.(Ms.) V. Shanta,Padma Bhushan,Medicine,Tamil Nadu,2006
Dr.(Smt.) Dineshnandini Dalmia,Padma Bhushan,Literature and Education,Delhi,2006
Dr.(Smt.) Shanno Khurana,Padma Bhushan,Art,Delhi,2006
Late (Smt.) Porayath Leela,Padma Bhushan,Art,Tamil Nadu,2006
Late Dr. Gunter Kruger,Padma Bhushan,Trade and Industry,Maharashtra,2006
Mr. Gregory Bongard-Levin,Padma Bhushan,Literature and Education,Russia,2006
Ms. Sai Paranjpye,Padma Bhushan,Art,Maharashtra,2006
Prof. Kalapathi Ganapathi Subramanyan,Padma Bhushan,Art,Gujarat,2006
Prof. Madhav Gadgil,Padma Bhushan,Science and Engineering,Maharashtra,2006
Prof. Moolamattom Varkey Pylee,Padma Bhushan,Literature and Education,Kerala,2006
Prof. Natuvilmatom Srinivasan Ramaswamy,Padma Bhushan,Social Work,Karnataka,2006
Prof. Vijay Shankar Vyas,Padma Bhushan,Literature and Education,Rajasthan,2006
Prof.(Dr.) Lokesh Chandra,Padma Bhushan,Literature and Education,Delhi,2006
Shri A.K. Hangal,Padma Bhushan,Art,Maharashtra,2006
Shri Arjan Singh,Padma Bhushan,Others,Uttar Pradesh,2006
Shri Deepak S. Parekh,Padma Bhushan,Trade and Industry,Maharashtra,2006
Shri Ganga Prasad Birla,Padma Bhushan,Social Work,West Bengal,2006
Shri Hira Lall Sibal,Padma Bhushan,Public Affairs,Chandigarh,2006
Shri Konidala Chiranjeevi,Padma Bhushan,Art,Telangana,2006
Shri Kunnath Puthiyaveetil Padmanabhan Nambiar,Padma Bhushan,Science and Engineering,Karnataka,2006
Shri NULL Kamleshwar,Padma Bhushan,Literature and Education,Haryana,2006
Shri Nandan Mohan Nilekani,Padma Bhushan,Science and Engineering,Karnataka,2006
Shri Pavani Parmeswara Rao,Padma Bhushan,Public Affairs,Uttar Pradesh,2006
Shri Puthenveetil Sankar Nair Appu,Padma Bhushan,Civil Service,Karnataka,2006
Shri Ramakanta Rath,Padma Bhushan,Literature and Education,Odisha,2006
Shri Shashi Bhushan,Padma Bhushan,Public Affairs,Delhi,2006
Shri Subramanian Ramadorai,Padma Bhushan,Trade and Industry,Maharashtra,2006
Shri Tarun Das,Padma Bhushan,Trade and Industry,Haryana,2006
Smt. Devaki Jain,Padma Bhushan,Social Work,Karnataka,2006
Ustad Abdul Halim Jaffer Khan,Padma Bhushan,Art,Maharashtra,2006
Ustad Ghulam Mustafa Khan,Padma Bhushan,Art,Maharashtra,2006
Ustad Sabri Khan,Padma Bhushan,Art,Delhi,2006
Dr. (Ms.) Tsering Landol,Padma Shri,Medicine,Jammu & Kashmir,2006
Dr. Anil Prakash Joshi,Padma Shri,Social Work,Uttarakhand,2006
Dr. B. Palaniappan,Padma Shri,Medicine,Tamil Nadu,2006
Dr. D. Chinniah,Padma Shri,Medicine,Karnataka,2006
Dr. Ghanashyam Mishra,Padma Shri,Medicine,Odisha,2006
Dr. Harbhajan Singh Rissam,Padma Shri,Medicine,Delhi,2006
Dr. S. Sivaram,Padma Shri,Science and Engineering,Maharashtra,2006
Dr. Sanjeev Bagai,Padma Shri,Medicine,Delhi,2006
Dr. Sudha Murty,Padma Shri,Social Work,Karnataka,2006
Dr. Suwalal Chhaganmal Bafna,Padma Shri,Social Work,Maharashtra,2006
Dr. Yashodhar Mathpal,Padma Shri,Art,Uttarakhand,2006
Dr.(Ms.) Ileana Citaristi,Padma Shri,Art,Odisha,2006
Dr.(Smt.) Surinder Kaur,Padma Shri,Art,Haryana,2006
Miss Mahmuda Ahmad Ali Shah,Padma Shri,Literature and Education,Jammu & Kashmir,2006
Miss Sania Mirza,Padma Shri,Sports,Telangana,2006
Ms. Shobana Chandrakumar,Padma Shri,Art,Tamil Nadu,2006
Ms. Sucheta Dalal,Padma Shri,Literature and Education,Maharashtra,2006
Pandit Guru Shyama Charan Pati,Padma Shri,Art,Jharkhand,2006
Prof Mohan Kameswaran,Padma Shri,Medicine,Tamil Nadu,2006
Prof. (Dr.) Harsh Kumar Gupta,Padma Shri,Science and Engineering,Telangana,2006
Prof. (Hakeem) Syed Zillur Rahman,Padma Shri,Medicine,Uttar Pradesh,2006
Prof. Laltluangliana Khiangte,Padma Shri,Literature and Education,Mizoram,2006
Prof. Narendra Kumar,Padma Shri,Science and Engineering,Karnataka,2006
Prof. Ramachandran Balasubramanian,Padma Shri,Science and Engineering,Tamil Nadu,2006
Prof. Seyed E. Hasnain,Padma Shri,Science and Engineering,Telangana,2006
Prof. Sitanshu Yashaschandra,Padma Shri,Literature and Education,Gujarat,2006
Prof. Tehemton Erach Udwadia,Padma Shri,Medicine,Maharashtra,2006
Prof. Upendra Kaul,Padma Shri,Medicine,Delhi,2006
Prof.(Dr.) Kamal Kumar Sethi,Padma Shri,Medicine,Delhi,2006
Prof.(Dr.) Lothar Lutze,Padma Shri,Literature and Education,Germany,2006
Sheikh Abdul Rahman Al Mahmoud,Padma Shri,Public Affairs,Qatar,2006
Shri Aribam Syam Sharma,Padma Shri,Art,Manipur,2006
Shri Bahadur Singh Sagoo,Padma Shri,Sports,Punjab,2006
Shri Banbehari Vishnu Nimbkar,Padma Shri,Science and Engineering,Maharashtra,2006
Shri Jatindra Nath Chaudhry,Padma Shri,Civil Service,Delhi,2006
Shri Kashmiri Lal Zakir,Padma Shri,Literature and Education,Chandigarh,2006
Shri Kavungal Chathunni Panicker,Padma Shri,Art,Kerala,2006
Shri Madhup Mudgal,Padma Shri,Art,Delhi,2006
Shri Mahmood Dhaulpuri,Padma Shri,Art,Delhi,2006
Shri Melhupra Vero,Padma Shri,Social Work,Nagaland,2006
Shri Mohan Singh Gunjyal,Padma Shri,Sports,Arunachal Pradesh,2006
Shri Pankaj Keshubhai Udhas,Padma Shri,Art,Maharashtra,2006
Shri Prasad Sawkar,Padma Shri,Art,Goa,2006
Shri Prithipal Singh Bedi,Padma Shri,Social Work,Delhi,2006
Shri Rajendra Kumar Saboo,Padma Shri,Social Work,Chandigarh,2006
Shri Shree Lal Joshi,Padma Shri,Art,Rajasthan,2006
Shri Suresh Krishna,Padma Shri,Trade and Industry,Tamil Nadu,2006
Sister Sudha Varghese,Padma Shri,Social Work,Bihar,2006
Smt. Ajeet Cour,Padma Shri,Literature and Education,Delhi,2006
Smt. Fatma Rafiq Zakaria,Padma Shri,Literature and Education,Maharashtra,2006
Smt. Gayatri Sankaran,Padma Shri,Art,Tamil Nadu,2006
Smt. Kanaka Srinivasan,Padma Shri,Art,Delhi,2006
Smt. Madhumita Bisht,Padma Shri,Sports,Delhi,2006
Smt. Mangte Chungneijang Mary Kom,Padma Shri,Sports,Manipur,2006
Smt. Mrinal Pande,Padma Shri,Literature and Education,Delhi,2006
Smt. Shahnaz Husain,Padma Shri,Trade and Industry,Delhi,2006
Smt. Sugatha Kumari,Padma Shri,Literature and Education,Kerala,2006
Smt. Vasundhara Komkali,Padma Shri,Art,Madhya Pradesh,2006
Swami NULL Harigovind,Padma Shri,Art,Uttar Pradesh,2006
Ustad Rashid Khan,Padma Shri,Art,West Bengal,2006
Dr. Raja Jesudoss Chelliah,Padma Vibhushan,Public Affairs,Tamil Nadu,2007
Dr. V. Krishnamurthy,Padma Vibhushan,Civil Service,Delhi,2007
Justice (Shri) Prafulla Chandra Bhagwati,Padma Vibhushan,Public Affairs,Delhi,2007
Late Prof. Raja Rao,Padma Vibhushan,Literature and Education,USA,2007
Prof. Balu Sankaran,Padma Vibhushan,Medicine,Delhi,2007
Prof. Ennackal Chandy George Sudarshan,Padma Vibhushan,Science and Engineering,USA,2007
Shri Fali Sam Nariman,Padma Vibhushan,Public Affairs,Delhi,2007
Shri Khushwant Singh,Padma Vibhushan,Literature and Education,Delhi,2007
Shri Naresh Chandra,Padma Vibhushan,Civil Service,Delhi,2007
Shri Narinder Nath Vohra,Padma Vibhushan,Civil Service,Haryana,2007
Capt. L.Z. Sailo,Padma Bhushan,Literature and Education,Mizoram,2007
Dr. (Smt.) Manju Sharma,Padma Bhushan,Science and Engineering,Delhi,2007
Dr. (Smt.) V. Mohini Giri,Padma Bhushan,Social Work,Delhi,2007
Dr. Gopaldas Neeraj,Padma Bhushan,Literature and Education,Uttar Pradesh,2007
Dr. Gurcharan Singh Kalkat,Padma Bhushan,Science and Engineering,Chandigarh,2007
Dr. Jamshed J. Irani,Padma Bhushan,Trade and Industry,Maharashtra,2007
Dr. N. Mahalingam,Padma Bhushan,Trade and Industry,Tamil Nadu,2007
Dr. Prithipal Singh Maini,Padma Bhushan,Medicine,Delhi,2007
Dr. Saroj Ghose,Padma Bhushan,Science and Engineering,West Bengal,2007
Dr. Vilayanur Subramanian Ramachandran,Padma Bhushan,Science and Engineering,USA,2007
Father Gabriel Chiramel C.M.I.,Padma Bhushan,Literature and Education,Kerala,2007
Hakim Syed Mohammad Sharfuddin Quadri,Padma Bhushan,Medicine,West Bengal,2007
Justice (Shri) K.T. Thomas,Padma Bhushan,Public Affairs,Kerala,2007
Late Prof. Somnath Hore,Padma Bhushan,Art,West Bengal,2007
Late Shri Chandra Prasad Saikia,Padma Bhushan,Literature and Education,Assam,2007
Mr. Osamu Suzuki,Padma Bhushan,Trade and Industry,Japan,2007
Mrs. Indra K. Nooyi,Padma Bhushan,Trade and Industry,USA,2007
Ms. Ela Gandhi,Padma Bhushan,Public Affairs,South Africa,2007
Pandit Rajan Misra,Padma Bhushan,Art,Delhi,2007
Pandit Sajan Misra,Padma Bhushan,Art,Delhi,2007
Prof. (Dr.) Shiv Kumar Sarin,Padma Bhushan,Medicine,Delhi,2007
Prof. (Vaidya) Shriram Sharma,Padma Bhushan,Medicine,Maharashtra,2007
Prof. Bhikhu Parekh,Padma Bhushan,Literature and Education,United Kingdom,2007
Prof. Jeffrey D. Sachs,Padma Bhushan,Literature and Education,USA,2007
Prof. Tapan Kumar Raychaudhuri,Padma Bhushan,Literature and Education,United Kingdom,2007
Prof. Thirukodikaval Nilakanta Srinivasan,Padma Bhushan,Literature and Education,USA,2007
Shri Javed Akhtar,Padma Bhushan,Literature and Education,Maharashtra,2007
Shri Kavalam Narayana Panikkar,Padma Bhushan,Art,Kerala,2007
Shri Ramankutty Nair,Padma Bhushan,Art,Kerala,2007
Shri Sunil Bharti Mittal,Padma Bhushan,Trade and Industry,Delhi,2007
Shri Syed Haider Raza,Padma Bhushan,Art,France,2007
